scenario,model_year,geography,subsector,metric,month,hour,is_weekday,value
scenario1,2030,6037,subsector1,electricity,2,0,FALSE,0.7997931064042516
scenario1,2030,6037,subsector1,electricity,2,1,FALSE,0.8493790292934572
scenario1,2030,6037,subsector1,electricity,2,2,FALSE,0.5099473037583517
scenario1,2030,6037,subsector1,electricity,2,3,FALSE,0.13467277740743921
scenario1,2030,6037,subsector1,electricity,2,4,FALSE,0.5709244686523954
scenario1,2030,6037,subsector1,electricity,2,5,FALSE,0.11302036247498759
scenario1,2030,6037,subsector1,electricity,2,6,FALSE,0.39162005654049215
scenario1,2030,6037,subsector1,electricity,2,7,FALSE,0.7496325330227097
scenario1,2030,6037,subsector1,electricity,2,8,FALSE,0.07786628183173239
scenario1,2030,6037,subsector1,electricity,2,9,FALSE,0.9408947632096042
scenario1,2030,6037,subsector1,electricity,2,10,FALSE,0.029888034427999144
scenario1,2030,6037,subsector1,electricity,2,11,FALSE,0.49424484011013814
scenario1,2030,6037,subsector1,electricity,2,12,FALSE,0.7619588460675751
scenario1,2030,6037,subsector1,electricity,2,13,FALSE,0.5530100105375736
scenario1,2030,6037,subsector1,electricity,2,14,FALSE,0.9507510628681513
scenario1,2030,6037,subsector1,electricity,2,15,FALSE,0.881354363548476
scenario1,2030,6037,subsector1,electricity,2,16,FALSE,0.5832890445413671
scenario1,2030,6037,subsector1,electricity,2,17,FALSE,0.7717003648255171
scenario1,2030,6037,subsector1,electricity,2,18,FALSE,0.18481402110530998
scenario1,2030,6037,subsector1,electricity,2,19,FALSE,0.9082206864652884
scenario1,2030,6037,subsector1,electricity,2,20,FALSE,0.16879152766251837
scenario1,2030,6037,subsector1,electricity,2,21,FALSE,0.5441487958522819
scenario1,2030,6037,subsector1,electricity,2,22,FALSE,0.3267752155467276
scenario1,2030,6037,subsector1,electricity,2,23,FALSE,0.9081783208302132
scenario1,2030,6037,subsector1,electricity,2,0,TRUE,0.8218024419290967
scenario1,2030,6037,subsector1,electricity,2,1,TRUE,0.9720869128054267
scenario1,2030,6037,subsector1,electricity,2,2,TRUE,0.3528219465914535
scenario1,2030,6037,subsector1,electricity,2,3,TRUE,0.740644538470228
scenario1,2030,6037,subsector1,electricity,2,4,TRUE,0.6519562631760463
scenario1,2030,6037,subsector1,electricity,2,5,TRUE,0.7445428599327445
scenario1,2030,6037,subsector1,electricity,2,6,TRUE,0.5646190953799445
scenario1,2030,6037,subsector1,electricity,2,7,TRUE,0.735141486734729
scenario1,2030,6037,subsector1,electricity,2,8,TRUE,0.917633018369386
scenario1,2030,6037,subsector1,electricity,2,9,TRUE,0.006268555121760611
scenario1,2030,6037,subsector1,electricity,2,10,TRUE,0.13825898823180616
scenario1,2030,6037,subsector1,electricity,2,11,TRUE,0.5145282094595306
scenario1,2030,6037,subsector1,electricity,2,12,TRUE,0.10025008568745652
scenario1,2030,6037,subsector1,electricity,2,13,TRUE,0.5668305376630499
scenario1,2030,6037,subsector1,electricity,2,14,TRUE,0.9645887726120641
scenario1,2030,6037,subsector1,electricity,2,15,TRUE,0.6538502951549593
scenario1,2030,6037,subsector1,electricity,2,16,TRUE,0.8903411847718561
scenario1,2030,6037,subsector1,electricity,2,17,TRUE,0.6340706910267909
scenario1,2030,6037,subsector1,electricity,2,18,TRUE,0.6063078869833335
scenario1,2030,6037,subsector1,electricity,2,19,TRUE,0.10467658352061426
scenario1,2030,6037,subsector1,electricity,2,20,TRUE,0.6934871404119975
scenario1,2030,6037,subsector1,electricity,2,21,TRUE,0.38642306822025096
scenario1,2030,6037,subsector1,electricity,2,22,TRUE,0.8820490291092249
scenario1,2030,6037,subsector1,electricity,2,23,TRUE,0.3291237981573152
scenario1,2030,6037,subsector1,electricity,3,0,FALSE,0.24755159438707097
scenario1,2030,6037,subsector1,electricity,3,1,FALSE,0.42870818587366766
scenario1,2030,6037,subsector1,electricity,3,2,FALSE,0.17137233800315488
scenario1,2030,6037,subsector1,electricity,3,3,FALSE,0.3433857760033958
scenario1,2030,6037,subsector1,electricity,3,4,FALSE,0.5021690064860274
scenario1,2030,6037,subsector1,electricity,3,5,FALSE,0.6264712057105208
scenario1,2030,6037,subsector1,electricity,3,6,FALSE,0.8251505207627742
scenario1,2030,6037,subsector1,electricity,3,7,FALSE,0.31085174068659516
scenario1,2030,6037,subsector1,electricity,3,8,FALSE,0.9103488131499224
scenario1,2030,6037,subsector1,electricity,3,9,FALSE,0.6759593317638128
scenario1,2030,6037,subsector1,electricity,3,10,FALSE,0.09483237404557487
scenario1,2030,6037,subsector1,electricity,3,11,FALSE,0.4534111349351272
scenario1,2030,6037,subsector1,electricity,3,12,FALSE,0.32565439829850307
scenario1,2030,6037,subsector1,electricity,3,13,FALSE,0.5159890171006591
scenario1,2030,6037,subsector1,electricity,3,14,FALSE,0.5839491964115758
scenario1,2030,6037,subsector1,electricity,3,15,FALSE,0.9677217422439444
scenario1,2030,6037,subsector1,electricity,3,16,FALSE,0.330809293675147
scenario1,2030,6037,subsector1,electricity,3,17,FALSE,0.5562987348622734
scenario1,2030,6037,subsector1,electricity,3,18,FALSE,0.4485252756699706
scenario1,2030,6037,subsector1,electricity,3,19,FALSE,0.5118688870708392
scenario1,2030,6037,subsector1,electricity,3,20,FALSE,0.8044885710222962
scenario1,2030,6037,subsector1,electricity,3,21,FALSE,0.004031288964087332
scenario1,2030,6037,subsector1,electricity,3,22,FALSE,0.07364148546283511
scenario1,2030,6037,subsector1,electricity,3,23,FALSE,0.8856460254959124
scenario1,2030,6037,subsector1,electricity,3,0,TRUE,0.5533284885035417
scenario1,2030,6037,subsector1,electricity,3,1,TRUE,0.15463873026081465
scenario1,2030,6037,subsector1,electricity,3,2,TRUE,0.2705993757499152
scenario1,2030,6037,subsector1,electricity,3,3,TRUE,0.24774244576564575
scenario1,2030,6037,subsector1,electricity,3,4,TRUE,0.05129704598838558
scenario1,2030,6037,subsector1,electricity,3,5,TRUE,0.655440063693462
scenario1,2030,6037,subsector1,electricity,3,6,TRUE,0.01881227746561409
scenario1,2030,6037,subsector1,electricity,3,7,TRUE,0.35257243057077237
scenario1,2030,6037,subsector1,electricity,3,8,TRUE,0.2427059333284991
scenario1,2030,6037,subsector1,electricity,3,9,TRUE,0.9391487132080583
scenario1,2030,6037,subsector1,electricity,3,10,TRUE,0.278155394757036
scenario1,2030,6037,subsector1,electricity,3,11,TRUE,0.3655029537824006
scenario1,2030,6037,subsector1,electricity,3,12,TRUE,0.04919194605079458
scenario1,2030,6037,subsector1,electricity,3,13,TRUE,0.26630209785555237
scenario1,2030,6037,subsector1,electricity,3,14,TRUE,0.8065915130417588
scenario1,2030,6037,subsector1,electricity,3,15,TRUE,0.8618518922764071
scenario1,2030,6037,subsector1,electricity,3,16,TRUE,0.1296207363407751
scenario1,2030,6037,subsector1,electricity,3,17,TRUE,0.4382601045009532
scenario1,2030,6037,subsector1,electricity,3,18,TRUE,0.8533045641651837
scenario1,2030,6037,subsector1,electricity,3,19,TRUE,0.6439517064233999
scenario1,2030,6037,subsector1,electricity,3,20,TRUE,0.0646933837925937
scenario1,2030,6037,subsector1,electricity,3,21,TRUE,0.02180340121562152
scenario1,2030,6037,subsector1,electricity,3,22,TRUE,0.06577017209899938
scenario1,2030,6037,subsector1,electricity,3,23,TRUE,0.1392830838662229
scenario1,2030,6037,subsector1,electricity,4,0,FALSE,0.38818961882646796
scenario1,2030,6037,subsector1,electricity,4,1,FALSE,0.6111197881176168
scenario1,2030,6037,subsector1,electricity,4,2,FALSE,0.7658972586657674
scenario1,2030,6037,subsector1,electricity,4,3,FALSE,0.4474408111195889
scenario1,2030,6037,subsector1,electricity,4,4,FALSE,0.3314542699060864
scenario1,2030,6037,subsector1,electricity,4,5,FALSE,0.9148695577649534
scenario1,2030,6037,subsector1,electricity,4,6,FALSE,0.09783359110878032
scenario1,2030,6037,subsector1,electricity,4,7,FALSE,0.5254764772821325
scenario1,2030,6037,subsector1,electricity,4,8,FALSE,0.8822814244418314
scenario1,2030,6037,subsector1,electricity,4,9,FALSE,0.859152661383763
scenario1,2030,6037,subsector1,electricity,4,10,FALSE,0.5955846447623291
scenario1,2030,6037,subsector1,electricity,4,11,FALSE,0.7332356056535967
scenario1,2030,6037,subsector1,electricity,4,12,FALSE,0.849658986699599
scenario1,2030,6037,subsector1,electricity,4,13,FALSE,0.682976667197043
scenario1,2030,6037,subsector1,electricity,4,14,FALSE,0.38853832542648326
scenario1,2030,6037,subsector1,electricity,4,15,FALSE,0.9254712818778281
scenario1,2030,6037,subsector1,electricity,4,16,FALSE,0.013346257099299708
scenario1,2030,6037,subsector1,electricity,4,17,FALSE,0.0038504664575960135
scenario1,2030,6037,subsector1,electricity,4,18,FALSE,0.04131594945054595
scenario1,2030,6037,subsector1,electricity,4,19,FALSE,0.5612844419383254
scenario1,2030,6037,subsector1,electricity,4,20,FALSE,0.31449150750399113
scenario1,2030,6037,subsector1,electricity,4,21,FALSE,0.7835250774957704
scenario1,2030,6037,subsector1,electricity,4,22,FALSE,0.8326580174580033
scenario1,2030,6037,subsector1,electricity,4,23,FALSE,0.8229469027477355
scenario1,2030,6037,subsector1,electricity,4,0,TRUE,0.9913700300488691
scenario1,2030,6037,subsector1,electricity,4,1,TRUE,0.4483870185217511
scenario1,2030,6037,subsector1,electricity,4,2,TRUE,0.565656825686063
scenario1,2030,6037,subsector1,electricity,4,3,TRUE,0.445126988882251
scenario1,2030,6037,subsector1,electricity,4,4,TRUE,0.8680001173555869
scenario1,2030,6037,subsector1,electricity,4,5,TRUE,0.4443488772726898
scenario1,2030,6037,subsector1,electricity,4,6,TRUE,0.5404258703608963
scenario1,2030,6037,subsector1,electricity,4,7,TRUE,0.940791729534092
scenario1,2030,6037,subsector1,electricity,4,8,TRUE,0.7775473379679455
scenario1,2030,6037,subsector1,electricity,4,9,TRUE,0.5018261626094773
scenario1,2030,6037,subsector1,electricity,4,10,TRUE,0.8196596701420378
scenario1,2030,6037,subsector1,electricity,4,11,TRUE,0.3165360357409428
scenario1,2030,6037,subsector1,electricity,4,12,TRUE,0.5596318558947085
scenario1,2030,6037,subsector1,electricity,4,13,TRUE,0.9506739287929418
scenario1,2030,6037,subsector1,electricity,4,14,TRUE,0.6246420552944892
scenario1,2030,6037,subsector1,electricity,4,15,TRUE,0.8684349676307106
scenario1,2030,6037,subsector1,electricity,4,16,TRUE,0.6909526289223461
scenario1,2030,6037,subsector1,electricity,4,17,TRUE,0.8768297567281442
scenario1,2030,6037,subsector1,electricity,4,18,TRUE,0.005727960539939292
scenario1,2030,6037,subsector1,electricity,4,19,TRUE,0.8156450683636713
scenario1,2030,6037,subsector1,electricity,4,20,TRUE,0.13185317591315526
scenario1,2030,6037,subsector1,electricity,4,21,TRUE,0.9175370127730784
scenario1,2030,6037,subsector1,electricity,4,22,TRUE,0.49525201733140056
scenario1,2030,6037,subsector1,electricity,4,23,TRUE,0.8917257579822794
scenario1,2030,6037,subsector1,electricity,5,0,FALSE,0.6890886902413407
scenario1,2030,6037,subsector1,electricity,5,1,FALSE,0.5370878519967593
scenario1,2030,6037,subsector1,electricity,5,2,FALSE,0.6241370575728469
scenario1,2030,6037,subsector1,electricity,5,3,FALSE,0.6232357370282453
scenario1,2030,6037,subsector1,electricity,5,4,FALSE,0.5431563061432831
scenario1,2030,6037,subsector1,electricity,5,5,FALSE,0.10787243640769928
scenario1,2030,6037,subsector1,electricity,5,6,FALSE,0.019712235245930687
scenario1,2030,6037,subsector1,electricity,5,7,FALSE,0.6925262716125781
scenario1,2030,6037,subsector1,electricity,5,8,FALSE,0.5624203469246135
scenario1,2030,6037,subsector1,electricity,5,9,FALSE,0.9887879973744531
scenario1,2030,6037,subsector1,electricity,5,10,FALSE,0.7432035050702954
scenario1,2030,6037,subsector1,electricity,5,11,FALSE,0.5899612529442485
scenario1,2030,6037,subsector1,electricity,5,12,FALSE,0.45615280495887944
scenario1,2030,6037,subsector1,electricity,5,13,FALSE,0.37477331577532014
scenario1,2030,6037,subsector1,electricity,5,14,FALSE,0.5410315515076535
scenario1,2030,6037,subsector1,electricity,5,15,FALSE,0.2745870682152106
scenario1,2030,6037,subsector1,electricity,5,16,FALSE,0.8803410690281285
scenario1,2030,6037,subsector1,electricity,5,17,FALSE,0.4315173343111375
scenario1,2030,6037,subsector1,electricity,5,18,FALSE,0.028800117222099297
scenario1,2030,6037,subsector1,electricity,5,19,FALSE,0.2287962138318671
scenario1,2030,6037,subsector1,electricity,5,20,FALSE,0.01808182634988842
scenario1,2030,6037,subsector1,electricity,5,21,FALSE,0.5596226946270831
scenario1,2030,6037,subsector1,electricity,5,22,FALSE,0.9425393332940035
scenario1,2030,6037,subsector1,electricity,5,23,FALSE,0.35559312998710924
scenario1,2030,6037,subsector1,electricity,5,0,TRUE,0.9909811168658419
scenario1,2030,6037,subsector1,electricity,5,1,TRUE,0.9672866016865034
scenario1,2030,6037,subsector1,electricity,5,2,TRUE,0.6986891191720127
scenario1,2030,6037,subsector1,electricity,5,3,TRUE,0.165702851882911
scenario1,2030,6037,subsector1,electricity,5,4,TRUE,0.3713281989238617
scenario1,2030,6037,subsector1,electricity,5,5,TRUE,0.6327484402864494
scenario1,2030,6037,subsector1,electricity,5,6,TRUE,0.9033350736756678
scenario1,2030,6037,subsector1,electricity,5,7,TRUE,0.9355890841182332
scenario1,2030,6037,subsector1,electricity,5,8,TRUE,0.008727259818403943
scenario1,2030,6037,subsector1,electricity,5,9,TRUE,0.04686817615376182
scenario1,2030,6037,subsector1,electricity,5,10,TRUE,0.6160430805809772
scenario1,2030,6037,subsector1,electricity,5,11,TRUE,0.27878512591516347
scenario1,2030,6037,subsector1,electricity,5,12,TRUE,0.2545444004843448
scenario1,2030,6037,subsector1,electricity,5,13,TRUE,0.5707152916558933
scenario1,2030,6037,subsector1,electricity,5,14,TRUE,0.6219211586287132
scenario1,2030,6037,subsector1,electricity,5,15,TRUE,0.4012330290260896
scenario1,2030,6037,subsector1,electricity,5,16,TRUE,0.07927593187026138
scenario1,2030,6037,subsector1,electricity,5,17,TRUE,0.9447817433913205
scenario1,2030,6037,subsector1,electricity,5,18,TRUE,0.551676574052824
scenario1,2030,6037,subsector1,electricity,5,19,TRUE,0.3089434868842663
scenario1,2030,6037,subsector1,electricity,5,20,TRUE,0.7468460663890903
scenario1,2030,6037,subsector1,electricity,5,21,TRUE,0.9759516536863105
scenario1,2030,6037,subsector1,electricity,5,22,TRUE,0.5023112679201821
scenario1,2030,6037,subsector1,electricity,5,23,TRUE,0.09066674170790834
scenario1,2030,6037,subsector1,electricity,6,0,FALSE,0.06602635654652766
scenario1,2030,6037,subsector1,electricity,6,1,FALSE,0.3156368690304828
scenario1,2030,6037,subsector1,electricity,6,2,FALSE,0.3220485442407883
scenario1,2030,6037,subsector1,electricity,6,3,FALSE,0.6761179589450749
scenario1,2030,6037,subsector1,electricity,6,4,FALSE,0.43583772134916066
scenario1,2030,6037,subsector1,electricity,6,5,FALSE,0.05701197811923553
scenario1,2030,6037,subsector1,electricity,6,6,FALSE,0.42254175653569204
scenario1,2030,6037,subsector1,electricity,6,7,FALSE,0.7460213867160546
scenario1,2030,6037,subsector1,electricity,6,8,FALSE,0.5887398459273623
scenario1,2030,6037,subsector1,electricity,6,9,FALSE,0.9213061515201468
scenario1,2030,6037,subsector1,electricity,6,10,FALSE,0.8767790314973639
scenario1,2030,6037,subsector1,electricity,6,11,FALSE,0.04757153600470598
scenario1,2030,6037,subsector1,electricity,6,12,FALSE,0.9768603507903405
scenario1,2030,6037,subsector1,electricity,6,13,FALSE,0.12585321257247328
scenario1,2030,6037,subsector1,electricity,6,14,FALSE,0.8064354409822918
scenario1,2030,6037,subsector1,electricity,6,15,FALSE,0.3027069943303097
scenario1,2030,6037,subsector1,electricity,6,16,FALSE,0.5303138276498296
scenario1,2030,6037,subsector1,electricity,6,17,FALSE,0.0839180832051748
scenario1,2030,6037,subsector1,electricity,6,18,FALSE,0.5894275321953971
scenario1,2030,6037,subsector1,electricity,6,19,FALSE,0.442389310485112
scenario1,2030,6037,subsector1,electricity,6,20,FALSE,0.08695212249778617
scenario1,2030,6037,subsector1,electricity,6,21,FALSE,0.9640442852909737
scenario1,2030,6037,subsector1,electricity,6,22,FALSE,0.6852435953835873
scenario1,2030,6037,subsector1,electricity,6,23,FALSE,0.09081714856278411
scenario1,2030,6037,subsector1,electricity,6,0,TRUE,0.8832545936921495
scenario1,2030,6037,subsector1,electricity,6,1,TRUE,0.5888388796728251
scenario1,2030,6037,subsector1,electricity,6,2,TRUE,0.1202196575559582
scenario1,2030,6037,subsector1,electricity,6,3,TRUE,0.8767172107582379
scenario1,2030,6037,subsector1,electricity,6,4,TRUE,0.1623519442953144
scenario1,2030,6037,subsector1,electricity,6,5,TRUE,0.9023409122307211
scenario1,2030,6037,subsector1,electricity,6,6,TRUE,0.2533560619260893
scenario1,2030,6037,subsector1,electricity,6,7,TRUE,0.664307913864207
scenario1,2030,6037,subsector1,electricity,6,8,TRUE,0.30210456954067577
scenario1,2030,6037,subsector1,electricity,6,9,TRUE,0.6013058228240686
scenario1,2030,6037,subsector1,electricity,6,10,TRUE,0.945679617774074
scenario1,2030,6037,subsector1,electricity,6,11,TRUE,0.9918810184780046
scenario1,2030,6037,subsector1,electricity,6,12,TRUE,0.5420382735308684
scenario1,2030,6037,subsector1,electricity,6,13,TRUE,0.7587538530779454
scenario1,2030,6037,subsector1,electricity,6,14,TRUE,0.9969772423053428
scenario1,2030,6037,subsector1,electricity,6,15,TRUE,0.9810735057831388
scenario1,2030,6037,subsector1,electricity,6,16,TRUE,0.5162073181807438
scenario1,2030,6037,subsector1,electricity,6,17,TRUE,0.3873789118886911
scenario1,2030,6037,subsector1,electricity,6,18,TRUE,0.9513818242843515
scenario1,2030,6037,subsector1,electricity,6,19,TRUE,0.5191261949901239
scenario1,2030,6037,subsector1,electricity,6,20,TRUE,0.4289400834449907
scenario1,2030,6037,subsector1,electricity,6,21,TRUE,0.9348593362027352
scenario1,2030,6037,subsector1,electricity,6,22,TRUE,0.8633146286131521
scenario1,2030,6037,subsector1,electricity,6,23,TRUE,0.16658395428732586
scenario1,2030,6037,subsector1,electricity,7,0,FALSE,0.9980844457393038
scenario1,2030,6037,subsector1,electricity,7,1,FALSE,0.8721530606092697
scenario1,2030,6037,subsector1,electricity,7,2,FALSE,0.7219812092617933
scenario1,2030,6037,subsector1,electricity,7,3,FALSE,0.13775166419727414
scenario1,2030,6037,subsector1,electricity,7,4,FALSE,0.44148701556970127
scenario1,2030,6037,subsector1,electricity,7,5,FALSE,0.8635502228464492
scenario1,2030,6037,subsector1,electricity,7,6,FALSE,0.7268487738927695
scenario1,2030,6037,subsector1,electricity,7,7,FALSE,0.9846788135075211
scenario1,2030,6037,subsector1,electricity,7,8,FALSE,0.5476729594882077
scenario1,2030,6037,subsector1,electricity,7,9,FALSE,0.3044376134998752
scenario1,2030,6037,subsector1,electricity,7,10,FALSE,0.9745411785349084
scenario1,2030,6037,subsector1,electricity,7,11,FALSE,0.41957713645562866
scenario1,2030,6037,subsector1,electricity,7,12,FALSE,0.7875916644306299
scenario1,2030,6037,subsector1,electricity,7,13,FALSE,0.5899220820330457
scenario1,2030,6037,subsector1,electricity,7,14,FALSE,0.04524243973837028
scenario1,2030,6037,subsector1,electricity,7,15,FALSE,0.2688013739829095
scenario1,2030,6037,subsector1,electricity,7,16,FALSE,0.815919023761167
scenario1,2030,6037,subsector1,electricity,7,17,FALSE,0.5705935560045332
scenario1,2030,6037,subsector1,electricity,7,18,FALSE,0.41941189398669165
scenario1,2030,6037,subsector1,electricity,7,19,FALSE,0.5116997301855483
scenario1,2030,6037,subsector1,electricity,7,20,FALSE,0.1418160524052543
scenario1,2030,6037,subsector1,electricity,7,21,FALSE,0.97317613039068
scenario1,2030,6037,subsector1,electricity,7,22,FALSE,0.5466227409024764
scenario1,2030,6037,subsector1,electricity,7,23,FALSE,0.025998154517578587
scenario1,2030,6037,subsector1,electricity,7,0,TRUE,0.5729657216266296
scenario1,2030,6037,subsector1,electricity,7,1,TRUE,0.8412876580170441
scenario1,2030,6037,subsector1,electricity,7,2,TRUE,0.20660210537360102
scenario1,2030,6037,subsector1,electricity,7,3,TRUE,0.3101981483879228
scenario1,2030,6037,subsector1,electricity,7,4,TRUE,0.9211791055926206
scenario1,2030,6037,subsector1,electricity,7,5,TRUE,0.1028424774391139
scenario1,2030,6037,subsector1,electricity,7,6,TRUE,0.17363914126589752
scenario1,2030,6037,subsector1,electricity,7,7,TRUE,0.38594400553340547
scenario1,2030,6037,subsector1,electricity,7,8,TRUE,0.49928618424257476
scenario1,2030,6037,subsector1,electricity,7,9,TRUE,0.4715919396670405
scenario1,2030,6037,subsector1,electricity,7,10,TRUE,0.33988706256276224
scenario1,2030,6037,subsector1,electricity,7,11,TRUE,0.8821242704110333
scenario1,2030,6037,subsector1,electricity,7,12,TRUE,0.5838903979871817
scenario1,2030,6037,subsector1,electricity,7,13,TRUE,0.3165253270592352
scenario1,2030,6037,subsector1,electricity,7,14,TRUE,0.8482548768504701
scenario1,2030,6037,subsector1,electricity,7,15,TRUE,0.16339617853424226
scenario1,2030,6037,subsector1,electricity,7,16,TRUE,0.23996257639981344
scenario1,2030,6037,subsector1,electricity,7,17,TRUE,0.9655453787142014
scenario1,2030,6037,subsector1,electricity,7,18,TRUE,0.902867988356237
scenario1,2030,6037,subsector1,electricity,7,19,TRUE,0.9289268672668392
scenario1,2030,6037,subsector1,electricity,7,20,TRUE,0.6046014777527406
scenario1,2030,6037,subsector1,electricity,7,21,TRUE,0.9028286874316425
scenario1,2030,6037,subsector1,electricity,7,22,TRUE,0.6736006715533962
scenario1,2030,6037,subsector1,electricity,7,23,TRUE,0.4738199325101031
scenario1,2030,6037,subsector1,electricity,8,0,FALSE,0.6248283499697808
scenario1,2030,6037,subsector1,electricity,8,1,FALSE,0.12406020259158879
scenario1,2030,6037,subsector1,electricity,8,2,FALSE,0.30310163458044903
scenario1,2030,6037,subsector1,electricity,8,3,FALSE,0.6092898952494372
scenario1,2030,6037,subsector1,electricity,8,4,FALSE,0.5809560279982742
scenario1,2030,6037,subsector1,electricity,8,5,FALSE,0.6403888689299531
scenario1,2030,6037,subsector1,electricity,8,6,FALSE,0.1675866943276627
scenario1,2030,6037,subsector1,electricity,8,7,FALSE,0.40468410734295723
scenario1,2030,6037,subsector1,electricity,8,8,FALSE,0.15577477945805351
scenario1,2030,6037,subsector1,electricity,8,9,FALSE,0.9591767423973306
scenario1,2030,6037,subsector1,electricity,8,10,FALSE,0.38164503187755316
scenario1,2030,6037,subsector1,electricity,8,11,FALSE,0.42485210077002733
scenario1,2030,6037,subsector1,electricity,8,12,FALSE,0.2999925885968111
scenario1,2030,6037,subsector1,electricity,8,13,FALSE,0.9031733871911077
scenario1,2030,6037,subsector1,electricity,8,14,FALSE,0.4395442634038451
scenario1,2030,6037,subsector1,electricity,8,15,FALSE,0.4003711570695455
scenario1,2030,6037,subsector1,electricity,8,16,FALSE,0.3291805101081571
scenario1,2030,6037,subsector1,electricity,8,17,FALSE,0.49216883947642676
scenario1,2030,6037,subsector1,electricity,8,18,FALSE,0.11525318086279546
scenario1,2030,6037,subsector1,electricity,8,19,FALSE,0.31840201676188495
scenario1,2030,6037,subsector1,electricity,8,20,FALSE,0.6851347310031427
scenario1,2030,6037,subsector1,electricity,8,21,FALSE,0.33971788994584773
scenario1,2030,6037,subsector1,electricity,8,22,FALSE,0.7217283109011109
scenario1,2030,6037,subsector1,electricity,8,23,FALSE,0.9563571689665082
scenario1,2030,6037,subsector1,electricity,8,0,TRUE,0.25973761298889175
scenario1,2030,6037,subsector1,electricity,8,1,TRUE,0.22677974169193726
scenario1,2030,6037,subsector1,electricity,8,2,TRUE,0.7430308622981898
scenario1,2030,6037,subsector1,electricity,8,3,TRUE,0.2139628877798746
scenario1,2030,6037,subsector1,electricity,8,4,TRUE,0.28166845787848993
scenario1,2030,6037,subsector1,electricity,8,5,TRUE,0.4091526342226943
scenario1,2030,6037,subsector1,electricity,8,6,TRUE,0.09043752505835956
